iter	Logloss
334	0.2515899525
335	0.2515801375
336	0.2515741695
337	0.2515700101
338	0.2515656862
339	0.2515589949
340	0.2515500512
341	0.2515434421
342	0.2515385263
343	0.2515194059
344	0.2515077331
345	0.251503475
346	0.2514863604
347	0.2514821187
348	0.2514720242
349	0.2514665659
350	0.2514600225
351	0.2514544327
352	0.2514439601
353	0.2514398006
354	0.2514285553
355	0.2514200884
356	0.2514146301
357	0.251405111
358	0.2514000637
359	0.2513941944
360	0.2513875196
361	0.2513801706
362	0.2513764222
363	0.2513585348
364	0.2513423902
365	0.2513334958
366	0.251326262
367	0.2513106927
368	0.2513029328
369	0.2512973923
370	0.2512870512
371	0.2512809681
372	0.2512748358
373	0.2512691145
374	0.2512639686
375	0.2512566525
376	0.2512507175
377	0.251242678
378	0.2512302983
379	0.2512196448
380	0.2512142194
381	0.2512071992
382	0.2512017081
383	0.2511982227
384	0.2511932576
385	0.2511884899
386	0.2511795297
387	0.2511722301
388	0.2511670842
389	0.2511525672
390	0.251148868
391	0.2511439688
392	0.2511380995
393	0.2511325754
394	0.2511196202
395	0.2511063527
396	0.2511002368
397	0.2510949594
398	0.2510883996
399	0.2510830893
400	0.2510707259
401	0.2510633934
402	0.2510583791
403	0.2510446841
404	0.2510336853
405	0.2510265172
406	0.2510167022
407	0.2510130359
408	0.2510001958
409	0.2509909727
410	0.2509824564
411	0.2509740718
412	0.2509685477
413	0.250953817
414	0.2509484244
415	0.2509426374
416	0.2509350747
417	0.2509242732
418	0.2509175819
419	0.250912584
420	0.2508974915
421	0.2508922634
422	0.2508841746
423	0.2508768257
424	0.2508689507
425	0.250863032
426	0.2508573272
427	0.2508478738
428	0.2508419388
429	0.2508368586
430	0.2508239199
431	0.2508167025
432	0.2508000975
433	0.2507940802
434	0.2507901345
435	0.2507785274
436	0.2507724937
437	0.2507659833
438	0.2507612977
439	0.2507566943
440	0.2507452681
441	0.2507359463
442	0.2507306689
443	0.2507267067
444	0.2507155929
445	0.2507093126
446	0.2507036406
447	0.2506978042
448	0.2506834022
449	0.2506734228
450	0.2506689838
451	0.2506571466
452	0.250651491
453	0.2506461972
454	0.2506389798
455	0.2506334064
456	0.2506284742
457	0.2506206156
458	0.2506159465
459	0.2506109979
460	0.2506053588
461	0.2505980098
462	0.2505932749
463	0.2505880139
464	0.2505828845
465	0.250575815
466	0.2505561028
467	0.2505514172
468	0.2505454
469	0.2505328722
470	0.2505257041
471	0.250520772
472	0.2505122557
473	0.2505060905
474	0.250498347
475	0.2504903404
476	0.2504842903
477	0.2504800322
478	0.2504748863
479	0.2504697568
480	0.2504633779
481	0.2504569825
482	0.2504508666
483	0.2504444383
484	0.2504327984
485	0.2504224244
486	0.2504150426
487	0.2504081375
488	0.2504022353
489	0.2503942945
490	0.2503873566
491	0.2503814873
492	0.2503748946
493	0.2503628273
494	0.2503501022
495	0.2503425231
496	0.2503358976
497	0.2503166292
498	0.2503113682
499	0.2503064196
500	0.2503009613
501	0.2502972951
502	0.2502887953
503	0.2502833535
504	0.250277254
505	0.2502699215
506	0.2502663868
507	0.2502589721
508	0.2502495845
509	0.2502447345
510	0.2502372541
511	0.2502306943
512	0.250220945
513	0.250215832
514	0.250211393
515	0.2502059676
516	0.250200608
517	0.2501958074
518	0.250190645
519	0.2501838879
520	0.2501774926
521	0.250172807
522	0.2501664774
523	0.2501614137
524	0.2501531276
525	0.2501480968
526	0.2501417343
527	0.2501371474
528	0.250131015
529	0.250123814
530	0.2501203944
531	0.2501133578
532	0.2501025399
533	0.2500982818
534	0.2500917056
535	0.2500875132
536	0.250081348
537	0.2500766131
538	0.250069856
539	0.2500648581
540	0.2500576571
541	0.250050374
542	0.2500460008
543	0.2500431401
544	0.2500377311
545	0.2500318619
546	0.2500264693
547	0.2500209289
548	0.2500167201
549	0.2500109001
550	0.250002499
551	0.2499981422
552	0.2499928483
553	0.2499853021
554	0.2499793342
555	0.2499740568
556	0.2499628936
557	0.2499563174
558	0.2499510071
559	0.2499469462
560	0.2499398603
561	0.2499337938
562	0.2499263791
563	0.249921003
564	0.2499137363
565	0.2499079656
566	0.2499037404
567	0.2498972299
568	0.2498927745
569	0.2498884506
570	0.2498832718
571	0.249880477
572	0.2498722895
573	0.2498658119
574	0.2498604852
575	0.2498571642
576	0.2498515251
577	0.2498462805
578	0.249841036
579	0.2498348872
580	0.2498300701
581	0.2498241679
582	0.2498139912
583	0.2498094701
584	0.2498039789
585	0.2497985535
586	0.2497945256
587	0.2497893468
588	0.2497852202
589	0.2497791701
590	0.2497740242
591	0.249767974
592	0.2497624171
593	0.2497560546
594	0.2497503333
595	0.2497460423
596	0.2497408306
597	0.24973409
598	0.2497260999
599	0.2497213321
600	0.2497134735
601	0.2497081467
602	0.2496990551
603	0.2496942051
604	0.2496898648
605	0.2496847189
606	0.24967834
607	0.2496732598
608	0.2496685907
609	0.2496657958
610	0.2496579701
611	0.2496541887
612	0.2496476783
613	0.2496428941
614	0.2496373207
615	0.2496313692
616	0.2496261247
617	0.2496214555
618	0.2496147642
619	0.2496077934
620	0.2496040121
621	0.2496004116
622	0.2495924215
623	0.2495891827
624	0.2495761617
625	0.2495703911
626	0.2495638313
627	0.2495598362
628	0.2495556932
629	0.2495503007
630	0.249542886
631	0.2495390225
632	0.2495345506
633	0.2495290923
634	0.2495249329
635	0.24952199
636	0.2495186854
637	0.249511879
638	0.2495072428
639	0.2495016201
640	0.2494972798
641	0.2494912461
642	0.2494810694
643	0.2494750686
644	0.2494691006
645	0.2494638561
646	0.2494602721
647	0.2494556851
648	0.2494517065
649	0.2494459194
650	0.2494408228
651	0.2494307283
652	0.2494258948
653	0.2494197296
654	0.2494142713
655	0.2494113284
656	0.2494066593
657	0.2494038973
658	0.2493954304
659	0.2493933424
660	0.2493900708
661	0.2493856482
662	0.2493807325
663	0.249375488
664	0.2493713285
665	0.2493677609
666	0.2493626807
667	0.2493580445
668	0.2493531781
669	0.2493476705
670	0.2493421629
671	0.2493363594
672	0.2493298653
673	0.2493261333
674	0.2493209381
675	0.2493146907
676	0.2493118958
677	0.2493069965
678	0.249301193
679	0.249296754
680	0.2492844071
681	0.2492790146
682	0.2492739838
683	0.2492706628
684	0.2492649743
685	0.249259812
686	0.249254288
687	0.2492495202
688	0.2492441934
689	0.2492393928
690	0.2492341318
691	0.2492307451
692	0.2492265034
693	0.2492206012
694	0.2492150772
695	0.2492102601
696	0.2492070706
697	0.2492036016
698	0.2491964664
699	0.2491911726
700	0.2491846621
701	0.2491794175
702	0.2491725618
703	0.2491691422
704	0.2491640949
705	0.2491575351
706	0.2491512055
707	0.2491490189
708	0.2491419495
709	0.2491373625
710	0.2491338278
711	0.2491288463
712	0.2491256404
713	0.2491206096
714	0.2491119454
715	0.2491076544
716	0.2490976585
717	0.2490933018
718	0.2490886326
719	0.2490837498
720	0.2490771407
721	0.2490721756
722	0.2490668653
723	0.2490591711
724	0.2490537293
725	0.2490454761
726	0.2490368119
727	0.2490326689
728	0.2490267832
729	0.2490233142
730	0.2490158502
731	0.2490079587
732	0.2490011194
733	0.2489941815
734	0.2489873422
735	0.248983791
736	0.2489722169
737	0.2489671367
738	0.2489634211
739	0.2489580451
740	0.2489529156
741	0.2489490192
742	0.2489432979
743	0.2489375437
744	0.2489329403
745	0.2489219744
746	0.248916434
747	0.2489101208
748	0.2489043172
749	0.2488960641
750	0.248891806
751	0.248888748
752	0.2488840296
753	0.248876993
754	0.2488729322
755	0.2488683452
756	0.2488628377
757	0.248857889
758	0.2488510333
759	0.2488444406
760	0.2488398208
761	0.2488359244
762	0.2488303017
763	0.2488201908
764	0.2488151106
765	0.2488100305
766	0.2488053778
767	0.2487953984
768	0.2487897428
769	0.2487856162
770	0.248780569
771	0.2487753573
772	0.2487706224
773	0.2487665451
774	0.2487606759
775	0.2487557766
776	0.2487517157
777	0.2487471453
778	0.2487442682
779	0.2487403717
780	0.2487325953
781	0.2487276632
782	0.2487227639
783	0.2487166151
784	0.2487130968
785	0.2487099238
786	0.2487065206
787	0.2487029036
788	0.2486967713
789	0.2486920693
790	0.2486848354
791	0.2486808897
792	0.248675974
793	0.2486691347
794	0.2486623612
795	0.2486573632
796	0.2486545848
797	0.2486506061
798	0.248644556
799	0.2486414487
800	0.2486381113
801	0.2486340998
802	0.2486286251
803	0.2486238902
804	0.2486162453
805	0.2486122996
806	0.2486088964
807	0.2486037176
808	0.2485998541
809	0.2485859289
810	0.2485812104
811	0.2485779716
812	0.2485722174
813	0.2485665948
814	0.2485612187
815	0.2485565824
816	0.2485528669
817	0.2485392047
818	0.2485312968
819	0.2485277457
820	0.2485242109
821	0.2485176676
822	0.2485126532
823	0.2485085102
824	0.2484982348
825	0.2484914613
826	0.2484862167
827	0.2484809722
828	0.2484767141
829	0.248472045
830	0.2484680006
831	0.2484636438
832	0.2484587445
833	0.2484546508
834	0.2484493405
835	0.248446447
836	0.2484427643
837	0.2484395912
838	0.2484337548
839	0.2484302037
840	0.2484263566
841	0.2484215888
842	0.2484185309
843	0.2484120861
844	0.2484074006
845	0.2484017615
846	0.2483968293
847	0.2483883131
848	0.2483838412
849	0.2483795995
850	0.2483743057
851	0.2483641783
852	0.2483600024
853	0.2483483296
854	0.2483442523
855	0.2483346839
856	0.2483300147
857	0.248325658
858	0.2483216629
859	0.2483164348
860	0.2483119794
861	0.2483078364
862	0.2483033481
863	0.2482978241
864	0.2482910999
865	0.2482865787
866	0.2482812191
867	0.2482772076
868	0.2482747086
869	0.2482706807
870	0.2482667843
871	0.2482616548
872	0.2482561801
873	0.2482485681
874	0.2482414658
875	0.2482357773
876	0.248230615
877	0.2482272118
878	0.248223973
879	0.2482192381
880	0.2482156212
881	0.2482108369
882	0.2482029619
883	0.2482003643
884	0.2481972077
885	0.2481916015
886	0.248186883
887	0.2481822961
888	0.2481775283
889	0.2481739936
890	0.2481644909
891	0.2481603808
892	0.2481556295
893	0.2481534429
894	0.2481483463
895	0.2481449431
896	0.2481402411
897	0.2481324976
898	0.2481279271
899	0.2481219427
900	0.2481162707
901	0.2481113879
902	0.2481068667
903	0.2480997808
904	0.24809475
905	0.2480914619
906	0.2480876805
907	0.2480835868
908	0.2480778819
909	0.2480735581
910	0.24806833
911	0.2480646308
912	0.2480619839
913	0.248056427
914	0.2480512482
915	0.2480461352
916	0.2480419264
917	0.2480383423
918	0.2480341335
919	0.2480303193
920	0.248027508
921	0.2480221648
922	0.2480188602
923	0.2480150131
924	0.2480015154
925	0.2479974053
926	0.2479936733
927	0.247989448
928	0.2479839733
929	0.2479796988
930	0.2479742241
931	0.247969259
932	0.2479625677
933	0.2479567806
934	0.2479529171
935	0.2479455024
936	0.2479416059
937	0.2479357531
938	0.2479319718
939	0.2479283055
940	0.2479237679
941	0.2479193454
942	0.2479151859
943	0.2479077219
944	0.2479041543
945	0.2478987453
946	0.2478936488
947	0.247889144
948	0.247884031
949	0.2478790495
950	0.2478737063
951	0.2478692016
952	0.2478651901
953	0.2478611128
954	0.2478570027
955	0.2478532707
956	0.2478484536
957	0.2478442119
958	0.2478400689
959	0.2478349887
960	0.2478312896
961	0.2478276727
962	0.247824812
963	0.2478180221
964	0.2478137804
965	0.2478046065
966	0.2477986057
967	0.2477948573
968	0.2477904512
969	0.2477834968
970	0.2477790743
971	0.2477740271
972	0.2477719391
973	0.2477672371
974	0.2477638339
975	0.2477602005
976	0.2477553177
977	0.2477434969
978	0.2477373317
979	0.2477332215
980	0.2477294566
981	0.2477259055
982	0.2477222885
983	0.2477163864
984	0.2477088237
985	0.2477042861
986	0.2477006034
987	0.2476945368
988	0.2476910679
989	0.2476856425
990	0.247681335
991	0.247677899
992	0.2476737066
993	0.2476695307
994	0.2476662426
995	0.2476596006
996	0.2476552438
997	0.2476504761
998	0.2476453302
999	0.247640398
1000	0.2476375373
1001	0.2476313885
1002	0.2476276072
1003	0.2476230203
1004	0.2476191732
1005	0.2476152768
1006	0.2476091938
1007	0.2476063331
1008	0.247599987
1009	0.2475967482
1010	0.2475932628
1011	0.2475891034
1012	0.2475846151
1013	0.2475805543
1014	0.247575655
1015	0.2475719394
1016	0.2475692103
1017	0.2475643438
1018	0.2475604145
1019	0.247545618
1020	0.2475396336
1021	0.2475356879
1022	0.2475323176
1023	0.2475278951
1024	0.2475251495
1025	0.2475210558
1026	0.2475160578
1027	0.2475123587
1028	0.2475088404
1029	0.2475049111
1030	0.2475013271
1031	0.2474979239
1032	0.2474911832
1033	0.2474866785
1034	0.2474820258
1035	0.2474780965
1036	0.2474735261
1037	0.247469942
1038	0.2474652071
1039	0.2474601927
1040	0.2474558524
1041	0.2474509696
1042	0.247447254
1043	0.2474387049
1044	0.2474341509
1045	0.247430649
1046	0.2474275582
1047	0.2474239906
1048	0.2474185487
1049	0.2474161155
1050	0.2474112984
1051	0.2474075664
1052	0.2474021246
1053	0.2473985241
1054	0.247393444
1055	0.2473888077
1056	0.2473845332
1057	0.2473807025
1058	0.2473772664
1059	0.2473719726
1060	0.2473685694
1061	0.2473647716
1062	0.2473595928
1063	0.247355236
1064	0.2473514712
1065	0.2473463417
1066	0.2473400285
1067	0.2473363294
1068	0.2473325974
1069	0.2473251827
1070	0.2473211712
1071	0.2473166336
1072	0.2473137565
1073	0.2473092846
1074	0.2473048785
1075	0.2473029879
1076	0.2472986476
1077	0.2472935839
1078	0.2472899012
1079	0.2472826509
1080	0.2472782612
1081	0.2472743484
1082	0.2472613274
1083	0.2472562473
1084	0.2472515453
1085	0.2472476982
1086	0.2472439333
1087	0.2472391162
1088	0.2472358116
1089	0.2472306493
1090	0.2472272297
1091	0.2472222317
1092	0.247217316
1093	0.2472138635
1094	0.2472074023
1095	0.2472014673
1096	0.2471976859
1097	0.2471944143
1098	0.2471894492
1099	0.247184813
1100	0.2471809001
1101	0.2471777106
1102	0.2471710851
1103	0.2471660378
1104	0.2471618948
1105	0.2471573572
1106	0.2471533292
1107	0.2471474271
1108	0.2471405549
1109	0.2471372997
1110	0.247134439
1111	0.2471312331
1112	0.2471277477
1113	0.2471235225
1114	0.2471201193
1115	0.247115894
1116	0.2471121291
1117	0.247106638
1118	0.2471022812
1119	0.2470969051
1120	0.247095294
1121	0.2470913318
1122	0.2470879779
1123	0.247084361
1124	0.247079363
1125	0.2470752693
1126	0.2470720634
1127	0.247068989
1128	0.2470651255
1129	0.2470619853
1130	0.2470579081
1131	0.2470534691
1132	0.2470483397
1133	0.2470440322
1134	0.2470396261
1135	0.2470368641
1136	0.2470329677
1137	0.2470298111
1138	0.2470252078
1139	0.2470204071
1140	0.2470158859
1141	0.2470121539
1142	0.2470076492
1143	0.2470032103
1144	0.246999281
1145	0.2469954832
1146	0.2469925568
1147	0.2469890056
1148	0.2469856682
1149	0.24698141
1150	0.2469775958
1151	0.2469747023
1152	0.2469702798
1153	0.2469652983
1154	0.2469559765
1155	0.2469527705
1156	0.2469497126
1157	0.2469453394
1158	0.2469372506
1159	0.2469337488
1160	0.246929129
1161	0.2469247065
1162	0.2469210567
1163	0.2469178179
1164	0.2469139708
1165	0.2469091866
1166	0.2469052244
1167	0.2469017883
1168	0.2468980398
1169	0.2468915294
1170	0.2468867616
1171	0.2468836543
1172	0.2468803991
1173	0.2468768644
1174	0.2468730995
1175	0.2468686934
1176	0.2468649449
1177	0.246860769
1178	0.2468569219
1179	0.2468539626
1180	0.2468498525
1181	0.246844723
1182	0.2468393469
1183	0.2468345627
1184	0.2468302224
1185	0.2468247313
1186	0.246821065
1187	0.2468184016
1188	0.2468142422
1189	0.2468104773
1190	0.2468064987
1191	0.2468028489
1192	0.2467977029
1193	0.2467918337
1194	0.2467863754
1195	0.2467834325
1196	0.2467773988
1197	0.2467721543
1198	0.2467658247
1199	0.2467610569
1200	0.246757144
1201	0.2467534449
1202	0.2467502554
1203	0.2467456356
1204	0.2467426763
1205	0.2467402102
1206	0.2467385168
1207	0.2467348342
1208	0.2467306911
1209	0.2467277647
1210	0.2467224215
1211	0.2467185909
1212	0.2467155
1213	0.2467107651
1214	0.2467067536
1215	0.2467029394
1216	0.2466996349
1217	0.2466955576
1218	0.2466917269
1219	0.2466887841
1220	0.246685759
1221	0.2466824873
1222	0.2466797253
1223	0.2466769469
1224	0.2466715215
1225	0.2466653891
1226	0.2466606542
1227	0.2466573004
1228	0.2466519572
1229	0.2466478635
1230	0.2466435396
1231	0.2466399227
1232	0.2466316859
1233	0.246627658
1234	0.2466234328
1235	0.2466196514
1236	0.2466141274
1237	0.2466095898
1238	0.2466043452
1239	0.2465989034
1240	0.2465957304
1241	0.2465917517
1242	0.2465892857
1243	0.246584633
1244	0.2465796679
1245	0.2465747686
1246	0.2465706914
1247	0.2465679293
1248	0.2465645261
1249	0.2465612545
1250	0.2465571608
1251	0.2465550728
1252	0.2465448961
1253	0.2465412134
1254	0.2465349988
1255	0.2465311353
1256	0.2465286857
1257	0.2465246413
1258	0.2465203174
1259	0.2465162237
1260	0.2465114888
1261	0.24650728
1262	0.2465035316
1263	0.2464995201
1264	0.2464959689
1265	0.2464920725
1266	0.2464889488
1267	0.2464863512
1268	0.2464823725
1269	0.2464724095
1270	0.2464675102
1271	0.2464643208
1272	0.2464601942
1273	0.2464558374
1274	0.2464533385
1275	0.2464488173
1276	0.2464442961
1277	0.2464400545
1278	0.2464360594
1279	0.2464314067
1280	0.2464259649
1281	0.2464236139
1282	0.2464203093
1283	0.246415969
1284	0.2464125329
1285	0.2464089324
1286	0.2464063677
1287	0.2464030796
1288	0.2463994791
1289	0.2463966842
1290	0.246390782
1291	0.2463882502
1292	0.2463848799
1293	0.2463816082
1294	0.2463786324
1295	0.2463737989
1296	0.2463705766
1297	0.2463670418
1298	0.2463639839
1299	0.2463603012
1300	0.2463554019
1301	0.2463506999
1302	0.2463463267
1303	0.2463428742
1304	0.2463394545
1305	0.2463333222
1306	0.2463300505
1307	0.2463263843
1308	0.2463211726
1309	0.2463182955
1310	0.2463143333
1311	0.2463114069
1312	0.2463054061
1313	0.2463006876
1314	0.2462990436
1315	0.2462936839
1316	0.2462906753
1317	0.246287453
1318	0.2462852499
1319	0.2462809096
1320	0.246276224
1321	0.2462728044
1322	0.2462688915
1323	0.2462647978
1324	0.2462616577
1325	0.2462585011
1326	0.2462546211
1327	0.2462517111
1328	0.2462477161
1329	0.2462435237
1330	0.2462408275
1331	0.2462373914
1332	0.2462322619
1333	0.2462274942
1334	0.2462225455
1335	0.2462180901
1336	0.2462148513
1337	0.2462112837
1338	0.2462030634
1339	0.2461987231
1340	0.2461932977
1341	0.2461891547
1342	0.2461860803
1343	0.2461822497
1344	0.2461781888
1345	0.2461761995
1346	0.246170544
1347	0.2461664667
1348	0.2461628662
1349	0.2461591835
1350	0.2461550734
1351	0.2461517524
1352	0.2461478724
1353	0.2461432526
1354	0.2461390603
1355	0.2461336677
1356	0.2461302152
1357	0.246127782
1358	0.2461244446
1359	0.2461210743
1360	0.2461159448
1361	0.246110766
1362	0.246103565
1363	0.2460993562
1364	0.246095131
1365	0.2460885383
1366	0.2460835568
1367	0.2460796769
1368	0.2460747447
1369	0.2460707167
1370	0.2460676917
1371	0.2460654886
1372	0.2460614278
1373	0.2460581233
1374	0.2460556736
1375	0.2460512182
1376	0.246046697
1377	0.2460423896
1378	0.2460345146
1379	0.2460310785
1380	0.2460275273
1381	0.2460225294
1382	0.2460194714
1383	0.2460173177
1384	0.2460116622
1385	0.246007552
1386	0.2460051024
1387	0.2460026692
1388	0.2459944324
1389	0.2459924431
1390	0.2459878562
1391	0.2459835652
1392	0.2459790605
1393	0.2459751969
1394	0.2459726487
1395	0.2459661875
1396	0.2459624884
1397	0.2459594469
1398	0.2459573754
1399	0.2459512759
1400	0.2459476918
1401	0.2459439598
1402	0.2459410663
1403	0.2459277494
1404	0.2459239516
1405	0.2459217815
1406	0.2459183125
1407	0.2459153203
1408	0.2459115226
1409	0.245899373
1410	0.2458960355
1411	0.2458911034
1412	0.2458869932
1413	0.2458828502
1414	0.2458793977
1415	0.2458740216
1416	0.2458710952
1417	0.2458678235
1418	0.2458635983
1419	0.2458615432
1420	0.2458571207
1421	0.2458529283
1422	0.2458491634
1423	0.2458459246
1424	0.2458427845
1425	0.2458401047
1426	0.245835863
1427	0.2458338244
1428	0.2458308651
1429	0.2458261302
1430	0.2458236312
1431	0.2458205897
1432	0.2458167097
1433	0.2458127311
1434	0.2458096403
1435	0.245805415
1436	0.2458023242
1437	0.2457993978
1438	0.2457959453
1439	0.2457919502
1440	0.2457881853
1441	0.2457846341
1442	0.2457816091
1443	0.2457781565
1444	0.2457746547
1445	0.2457707912
1446	0.2457678483
1447	0.2457634093
1448	0.245759217
1449	0.245755337
1450	0.2457531011
1451	0.2457494513
1452	0.2457467221
1453	0.2457443711
1454	0.2457408693
1455	0.2457360851
1456	0.2457311529
1457	0.2457278977
1458	0.2457239519
1459	0.2457184937
1460	0.2457170798
1461	0.2457130354
1462	0.2457116215
1463	0.2457087937
1464	0.2457061961
1465	0.2457025627
1466	0.245699176
1467	0.2456953618
1468	0.2456913831
1469	0.2456872565
1470	0.2456849549
1471	0.2456802035
1472	0.2456762578
1473	0.2456721148
1474	0.2456682019
1475	0.2456649302
1476	0.2456612969
1477	0.2456566935
1478	0.2456525012
1479	0.2456491144
1480	0.245644659
1481	0.2456402694
1482	0.2456314572
1483	0.2456275443
1484	0.2456235
1485	0.2456197022
1486	0.2456164963
1487	0.2456138
1488	0.245608539
1489	0.245603837
1490	0.2456004174
1491	0.2455970306
1492	0.2455947454
1493	0.2455904051
1494	0.2455858017
1495	0.2455813134
1496	0.245576299
1497	0.2455724684
1498	0.2455672732
1499	0.2455613381
