iter	Logloss
183	0.2529519473
184	0.2529144107
185	0.2528915356
186	0.2528663158
187	0.2528489543
188	0.2528329529
189	0.25281495
190	0.2527930308
191	0.2527730324
192	0.25275694
193	0.2527387597
194	0.2527099748
195	0.2526898349
196	0.2526594203
197	0.2526351705
198	0.2526248471
199	0.2526113324
200	0.2526024279
201	0.2525901901
202	0.2525796189
203	0.2525695636
204	0.252544626
205	0.2525180321
206	0.2525050053
207	0.2524785449
208	0.2524689466
209	0.2524608557
210	0.2524492753
211	0.2524258047
212	0.2523920718
213	0.2523736877
214	0.2523525584
215	0.2523347142
216	0.2523239325
217	0.2523093623
218	0.2522783946
219	0.2522686882
220	0.2522616391
221	0.2522482835
222	0.2522389095
223	0.2522213245
224	0.2522095562
225	0.2521925692
226	0.2521760371
227	0.2521695389
228	0.2521605856
229	0.2521520631
230	0.2521439186
231	0.2521042705
232	0.2520857387
233	0.2520635866
234	0.2520501904
235	0.2520346924
236	0.2520162333
237	0.2519881656
238	0.2519741452
239	0.2519630582
240	0.251946246
241	0.2519369636
242	0.2519264776
243	0.2519090311
244	0.2518993966
245	0.2518846299
246	0.2518661664
247	0.2518585508
248	0.25184063
249	0.2518325317
250	0.2518052961
251	0.2517949621
252	0.2517887672
253	0.2517798723
254	0.2517721389
255	0.2517590292
256	0.2517531434
257	0.2517451438
258	0.2517351746
259	0.2517200959
260	0.251704408
261	0.2516938467
262	0.2516864367
263	0.2516624794
264	0.2516567916
265	0.2516493773
266	0.2516388415
267	0.2516318604
268	0.251622236
269	0.2516148935
270	0.2516015176
271	0.2515855437
272	0.2515655779
273	0.2515358434
274	0.2515147895
275	0.2515086473
276	0.2515030971
277	0.2514967406
278	0.251488826
279	0.2514827464
280	0.2514737204
281	0.2514535016
282	0.2514238357
283	0.2514140769
284	0.2513986721
285	0.2513921747
286	0.2513837436
287	0.2513768976
288	0.2513698358
289	0.2513573902
290	0.251344176
291	0.2513129916
292	0.2513061694
293	0.2512969201
294	0.2512811604
295	0.2512735849
296	0.251247878
297	0.2512444157
298	0.2512079802
299	0.2512006545
300	0.2511864081
301	0.2511678365
302	0.2511493346
303	0.2511390066
304	0.2511249664
305	0.2511002857
306	0.2510919668
307	0.2510871298
308	0.2510795014
309	0.2510572217
310	0.2510511391
311	0.2510395125
312	0.2510238483
313	0.2510156087
314	0.2510106965
315	0.2509998952
316	0.2509781674
317	0.2509736567
318	0.2509688366
319	0.2509402988
320	0.2509318942
321	0.2509277842
322	0.2509222566
323	0.2509143918
324	0.2509095657
325	0.2509010168
326	0.2508836254
327	0.2508711301
328	0.2508498985
329	0.2508422529
330	0.25083619
331	0.250830002
332	0.250812427
333	0.2508047471
334	0.250800986
335	0.2507675587
336	0.2507610129
337	0.2507392814
338	0.250713417
339	0.2507084192
340	0.2506877833
341	0.2506741675
342	0.250669847
343	0.250658217
344	0.2506420028
345	0.2506373566
346	0.2506326778
347	0.2506265227
348	0.2506066886
349	0.2506015098
350	0.2505925106
351	0.2505766849
352	0.2505671795
353	0.2505452678
354	0.2505398229
355	0.2505279036
356	0.2505116078
357	0.2504935231
358	0.250467616
359	0.2504523888
360	0.2504337945
361	0.250424739
362	0.2504092585
363	0.2504035282
364	0.2503954889
365	0.2503786144
366	0.2503735216
367	0.2503668514
368	0.2503537022
369	0.2503473922
370	0.2503406679
371	0.2503362945
372	0.2503305014
373	0.2503136795
374	0.2502939345
375	0.2502864209
376	0.2502785328
377	0.2502726606
378	0.2502618556
379	0.2502535834
380	0.250248145
381	0.2502407666
382	0.2502312742
383	0.2502088208
384	0.2502025931
385	0.2501907987
386	0.2501836046
387	0.2501715108
388	0.2501667658
389	0.2501449368
390	0.2501229425
391	0.2501158445
392	0.2500873888
393	0.2500588972
394	0.2500346801
395	0.2500098154
396	0.250004104
397	0.249987532
398	0.2499732255
399	0.2499529444
400	0.2499400353
401	0.2499168375
402	0.2499125699
403	0.2499083182
404	0.2498964251
405	0.2498759205
406	0.2498608578
407	0.2498436608
408	0.2498375849
409	0.2498303049
410	0.2498176916
411	0.2498013038
412	0.2497800562
413	0.249761015
414	0.249747994
415	0.2497229645
416	0.2497083223
417	0.2497038677
418	0.2496879993
419	0.249681903
420	0.2496647061
421	0.2496607932
422	0.2496477821
423	0.2496427019
424	0.2496314629
425	0.2496184698
426	0.2496104103
427	0.2495871699
428	0.2495588595
429	0.2495506128
430	0.2495339355
431	0.2495231834
432	0.2495156636
433	0.2495007396
434	0.2494851834
435	0.2494630016
436	0.249454837
437	0.2494399222
438	0.249431544
439	0.2494087078
440	0.249389374
441	0.2493785528
442	0.2493549684
443	0.2493500299
444	0.2493398236
445	0.2493286111
446	0.2493210717
447	0.2493082812
448	0.2492914723
449	0.2492746175
450	0.249264517
451	0.2492537516
452	0.2492365876
453	0.24922382
454	0.2492167997
455	0.2492132683
456	0.2492067611
457	0.2491886733
458	0.2491746591
459	0.2491680434
460	0.2491633053
461	0.2491506036
462	0.2491454679
463	0.2491325158
464	0.2491281295
465	0.2491056391
466	0.249079219
467	0.2490608384
468	0.2490341419
469	0.2490143375
470	0.2489984193
471	0.248974038
472	0.2489646355
473	0.2489499439
474	0.2489344599
475	0.2489219618
476	0.2489064683
477	0.2488900472
478	0.2488809128
479	0.2488753099
480	0.2488558276
481	0.2488395941
482	0.2488262213
483	0.2488131871
484	0.2487933633
485	0.2487860112
486	0.2487821284
487	0.2487773476
488	0.2487713444
489	0.24875304
490	0.2487436853
491	0.2487258077
492	0.2487129085
493	0.2487048033
494	0.2486993977
495	0.2486868145
496	0.2486769011
497	0.248662022
498	0.2486485014
499	0.2486297103
500	0.2486181789
501	0.2486138091
502	0.2485943402
503	0.2485866693
504	0.2485781137
505	0.2485710638
506	0.2485592102
507	0.2485499903
508	0.2485427144
509	0.2485367957
510	0.2485188393
511	0.248511169
512	0.2485014723
513	0.2484782516
514	0.2484730301
515	0.248461913
516	0.248446413
517	0.2484325073
518	0.2484172735
519	0.2484112111
520	0.2484009751
521	0.2483891312
522	0.2483717304
523	0.2483647669
524	0.2483596737
525	0.2483495631
526	0.2483325769
527	0.2483273228
528	0.2483077487
529	0.2483038063
530	0.2482896213
531	0.2482712868
532	0.2482636713
533	0.2482581449
534	0.2482441671
535	0.2482223505
536	0.2482146331
537	0.2482100429
538	0.2482018753
539	0.2481959109
540	0.248188036
541	0.2481820156
542	0.248170438
543	0.2481619382
544	0.2481498871
545	0.2481445374
546	0.2481385606
547	0.2481342273
548	0.2481262009
549	0.2481140678
550	0.2481090675
551	0.2480960662
552	0.2480864056
553	0.2480787048
554	0.2480662528
555	0.248060538
556	0.2480421902
557	0.2480351766
558	0.2480309943
559	0.2480243587
560	0.2480191045
561	0.2480100397
562	0.2479973903
563	0.2479933037
564	0.2479800722
565	0.2479731442
566	0.2479674952
567	0.2479610866
568	0.2479545858
569	0.2479479766
570	0.2479427585
571	0.2479369253
572	0.2479321707
573	0.2479207183
574	0.2479115805
575	0.2479066429
576	0.24789692
577	0.2478899754
578	0.2478855858
579	0.24787898
580	0.2478615564
581	0.2478568322
582	0.2478411841
583	0.2478305405
584	0.2478251378
585	0.2478190781
586	0.2478048045
587	0.2477944305
588	0.2477764574
589	0.2477680566
590	0.2477641042
591	0.2477536447
592	0.2477411698
593	0.2477344356
594	0.2477252418
595	0.2477188793
596	0.2476990913
597	0.2476928078
598	0.2476877733
599	0.2476723949
600	0.2476680614
601	0.2476578813
602	0.2476365941
603	0.2476258158
604	0.247619953
605	0.2476141857
606	0.2476009311
607	0.2475924413
608	0.2475858026
609	0.2475761421
610	0.2475651402
611	0.2475540065
612	0.2475473254
613	0.2475371487
614	0.2475296387
615	0.2475213887
616	0.2475102257
617	0.2475028144
618	0.2474984218
619	0.2474887745
620	0.2474763621
621	0.2474706635
622	0.2474632422
623	0.2474587115
624	0.2474523358
625	0.2474451284
626	0.2474402189
627	0.2474254191
628	0.2474194873
629	0.247400482
630	0.2473845545
631	0.2473722603
632	0.2473661082
633	0.2473560466
634	0.2473444759
635	0.2473380213
636	0.2473283443
637	0.2473176449
638	0.2473102897
639	0.2473021646
640	0.2472960848
641	0.2472822945
642	0.247267817
643	0.2472615926
644	0.2472541716
645	0.2472493545
646	0.2472313224
647	0.2472260122
648	0.2472122745
649	0.247206073
650	0.2472001872
651	0.2471955214
652	0.2471827045
653	0.2471767004
654	0.2471714262
655	0.2471619369
656	0.2471568071
657	0.2471469132
658	0.2471341324
659	0.2471219598
660	0.2471099813
661	0.2471040627
662	0.2471001169
663	0.2470940642
664	0.2470867185
665	0.2470823093
666	0.2470726751
667	0.2470662074
668	0.2470605979
669	0.2470554688
670	0.2470410637
671	0.247022499
672	0.2470153967
673	0.2469980684
674	0.246988408
675	0.2469832621
676	0.2469785374
677	0.2469738157
678	0.2469625736
679	0.2469534853
680	0.2469390143
681	0.2469264405
682	0.246917237
683	0.2469033019
684	0.2468970742
685	0.2468904325
686	0.2468833038
687	0.2468775628
688	0.2468738273
689	0.2468681786
690	0.2468632335
691	0.2468536094
692	0.2468424233
693	0.2468319409
694	0.2468236878
695	0.2468070696
696	0.2467985173
697	0.2467945092
698	0.2467859862
699	0.2467724293
700	0.2467653467
701	0.2467604903
702	0.2467530209
703	0.246746139
704	0.2467415915
705	0.2467335223
706	0.2467278766
707	0.2467125212
708	0.2467034526
709	0.2466982509
710	0.2466937197
711	0.2466865024
712	0.2466787065
713	0.2466645512
714	0.2466498994
715	0.2466432113
716	0.2466334028
717	0.2466179059
718	0.2466068744
719	0.2465992457
720	0.2465923799
721	0.2465833771
722	0.2465791222
723	0.2465754592
724	0.2465658053
725	0.2465500124
726	0.2465418186
727	0.2465353181
728	0.2465310234
729	0.2465219549
730	0.2465144052
731	0.2464991188
732	0.2464952124
733	0.2464908062
734	0.2464842859
735	0.2464776474
736	0.2464698743
737	0.2464656427
738	0.2464596319
739	0.2464460323
740	0.2464373386
741	0.2464248668
742	0.2464198788
743	0.2464160221
744	0.2464098075
745	0.2464016038
746	0.2463967733
747	0.2463875863
748	0.2463763509
749	0.2463716456
750	0.2463681898
751	0.2463570869
752	0.24634522
753	0.2463412779
754	0.2463329195
755	0.2463263828
756	0.2463177022
757	0.2463120038
758	0.2463081733
759	0.2462994137
760	0.2462952472
761	0.246287734
762	0.2462805245
763	0.2462763124
764	0.2462682008
765	0.2462618881
766	0.2462548088
767	0.2462461481
768	0.2462383428
769	0.24622667
770	0.2462224381
771	0.246204153
772	0.2461994708
773	0.2461947065
774	0.2461886367
775	0.2461826919
776	0.2461777102
777	0.246173255
778	0.2461630695
779	0.2461567234
780	0.2461432562
781	0.2461387451
782	0.2461306005
783	0.246115906
784	0.2461117596
785	0.2461043286
786	0.2460992682
787	0.2460943525
788	0.2460838406
789	0.2460782278
790	0.2460745518
791	0.2460652629
792	0.2460571158
793	0.2460525618
794	0.2460448313
795	0.2460411914
796	0.2460263946
797	0.2460225672
798	0.2460147744
799	0.2460096613
800	0.2459978306
801	0.2459843234
802	0.2459764748
803	0.2459690995
804	0.2459632564
805	0.2459580184
806	0.2459515144
807	0.2459463555
808	0.2459418903
809	0.2459373991
810	0.2459312931
811	0.2459236227
812	0.2459196046
813	0.2459141297
814	0.2459021974
815	0.2458909058
816	0.2458868518
817	0.2458814265
818	0.2458743176
819	0.2458641768
820	0.2458508107
821	0.2458354878
822	0.2458314273
823	0.2458240232
824	0.2458189431
825	0.2458089505
826	0.2458052879
827	0.245800326
828	0.2457967321
829	0.2457924871
830	0.2457797493
831	0.2457711606
832	0.2457638643
833	0.2457553711
834	0.2457499752
835	0.2457447043
836	0.2457395223
837	0.2457357113
838	0.2457261789
839	0.245719942
840	0.2457076248
841	0.2457041559
842	0.245697343
843	0.2456901024
844	0.2456842593
845	0.2456788239
846	0.245674237
847	0.2456611205
848	0.2456574999
849	0.2456526433
850	0.2456472573
851	0.2456440414
852	0.2456398887
853	0.2456260886
854	0.2456225572
855	0.2456183811
856	0.2456090826
857	0.2456022663
858	0.2455982024
859	0.2455857996
860	0.2455811701
861	0.2455734268
862	0.2455671135
863	0.2455495452
864	0.2455448501
865	0.2455390367
866	0.2455318557
867	0.2455283113
868	0.2455229955
869	0.2455115564
870	0.2455076931
871	0.2455030698
872	0.2454957375
873	0.2454747166
874	0.2454677656
875	0.2454611895
876	0.2454563168
877	0.2454514307
878	0.2454395156
879	0.2454321045
880	0.2454277281
881	0.2454234833
882	0.2454087954
883	0.2454046853
884	0.245394433
885	0.2453879061
886	0.2453815206
887	0.2453776074
888	0.245372228
889	0.2453677758
890	0.2453638627
891	0.2453526339
892	0.2453480733
893	0.2453437132
894	0.2453390768
895	0.2453325203
896	0.2453275357
897	0.2453245206
898	0.2453217192
899	0.2453180695
900	0.2453071792
901	0.2452960161
902	0.2452864839
903	0.2452772147
904	0.2452668865
905	0.2452575197
906	0.2452476914
907	0.2452357195
908	0.2452312346
909	0.2452265096
910	0.2452156753
911	0.2452121736
912	0.2452056434
913	0.2451990704
914	0.2451909191
915	0.2451840402
916	0.2451706839
917	0.2451606716
918	0.2451555493
919	0.2451457475
920	0.2451403747
921	0.2451284554
922	0.2451251541
923	0.2451203368
924	0.245115066
925	0.2451116332
926	0.2451039818
927	0.2450979614
928	0.2450901915
929	0.2450830432
930	0.2450757796
931	0.2450680824
932	0.2450645706
933	0.2450600066
934	0.2450542071
935	0.2450472265
936	0.2450406042
937	0.245035991
938	0.2450288362
939	0.2450230196
940	0.2450110573
941	0.2450069338
942	0.2449996441
943	0.2449955439
944	0.2449894971
945	0.2449817602
946	0.244977614
947	0.2449727445
948	0.2449683447
949	0.2449640406
950	0.2449587674
951	0.2449524904
952	0.2449487354
953	0.2449436026
954	0.2449377465
955	0.2449345309
956	0.244924913
957	0.2449209674
958	0.2449174461
959	0.2449127374
960	0.2449070654
961	0.2449036392
962	0.2448963263
963	0.2448908023
964	0.2448865901
965	0.2448766502
966	0.244870817
967	0.2448669141
968	0.2448560863
969	0.2448505062
970	0.2448422301
971	0.2448383797
972	0.2448341906
973	0.2448206074
974	0.2448148895
975	0.2448097377
976	0.2447990088
977	0.244789711
978	0.244775428
979	0.2447685985
980	0.2447655537
981	0.2447614701
982	0.2447574782
983	0.244751655
984	0.2447490114
985	0.2447426817
986	0.2447337906
987	0.24473069
988	0.244727941
989	0.2447241697
990	0.2447169324
991	0.2447112307
992	0.244706361
993	0.2447025734
994	0.2446963853
995	0.2446917344
996	0.2446847142
997	0.244681709
998	0.2446659665
999	0.2446572737
1000	0.2446532457
1001	0.2446481794
1002	0.244642238
1003	0.2446394266
1004	0.2446330017
1005	0.2446279446
1006	0.2446226869
1007	0.2446189086
1008	0.2446142756
1009	0.2446110893
1010	0.2446044673
1011	0.2445996798
1012	0.2445942019
1013	0.2445870604
1014	0.2445816844
1015	0.2445750226
1016	0.2445639613
1017	0.2445546362
1018	0.2445480204
1019	0.2445420691
1020	0.2445357067
1021	0.2445311627
1022	0.2445266514
1023	0.244522732
1024	0.2445181615
1025	0.2445126812
1026	0.2445034712
1027	0.2445000777
1028	0.2444934752
1029	0.2444895129
1030	0.2444810755
1031	0.2444774388
1032	0.2444707374
1033	0.2444668278
1034	0.2444547536
1035	0.2444507224
1036	0.2444453396
1037	0.2444309641
1038	0.2444206229
1039	0.2444152599
1040	0.2444120013
1041	0.2444081114
1042	0.2444046524
1043	0.2444014499
1044	0.2443964881
1045	0.2443899155
1046	0.2443868411
1047	0.2443794493
1048	0.244372715
1049	0.2443676053
1050	0.2443623115
1051	0.2443564916
1052	0.2443536376
1053	0.244347525
1054	0.2443422707
1055	0.2443386766
1056	0.2443264942
1057	0.2443219139
1058	0.2443162091
1059	0.2443124803
1060	0.2443038784
1061	0.2442998605
1062	0.2442901703
1063	0.244285524
1064	0.24427927
1065	0.244274535
1066	0.2442695894
1067	0.2442642133
1068	0.2442600176
1069	0.2442547663
1070	0.244250558
1071	0.2442423443
1072	0.2442380999
1073	0.2442341016
1074	0.2442291663
1075	0.2442206271
1076	0.244215195
1077	0.2442101543
1078	0.2442032525
1079	0.2441999908
1080	0.2441952985
1081	0.2441869369
1082	0.2441834417
1083	0.244178299
1084	0.2441701619
1085	0.2441628228
1086	0.2441587091
1087	0.2441533955
1088	0.2441475721
1089	0.2441421172
1090	0.2441319338
1091	0.2441279846
1092	0.24412419
1093	0.2441206389
1094	0.2441143918
1095	0.2441065301
1096	0.2440990389
1097	0.2440936135
1098	0.244089408
1099	0.2440810001
1100	0.2440777743
1101	0.2440742627
1102	0.2440696132
1103	0.2440664959
1104	0.2440610245
1105	0.2440565755
1106	0.2440530542
1107	0.2440486284
1108	0.2440456462
1109	0.2440420262
1110	0.2440393728
1111	0.2440305935
1112	0.2440244447
1113	0.2440190225
1114	0.2440142152
1115	0.2440054786
1116	0.2439946902
1117	0.2439898764
1118	0.2439811693
1119	0.2439767011
1120	0.2439688059
1121	0.2439636917
1122	0.2439595222
1123	0.243955448
1124	0.243946159
1125	0.2439416708
1126	0.2439367189
1127	0.2439332728
1128	0.2439276173
1129	0.2439215934
1130	0.2439154084
1131	0.2439112358
1132	0.2439037201
1133	0.2438994363
1134	0.2438968158
1135	0.2438932251
1136	0.2438883159
1137	0.2438840718
1138	0.2438804252
1139	0.243875299
1140	0.2438711633
1141	0.2438604998
1142	0.2438562054
1143	0.2438525752
1144	0.2438473963
1145	0.2438420134
1146	0.2438370813
1147	0.243831817
1148	0.2438266185
1149	0.2438168134
1150	0.243812473
1151	0.2438072318
1152	0.2438032468
1153	0.2437975847
1154	0.2437933987
1155	0.2437888577
1156	0.2437853951
1157	0.2437823866
1158	0.2437778029
1159	0.243774814
1160	0.2437698224
1161	0.2437645483
1162	0.2437598461
1163	0.2437559167
1164	0.2437509158
1165	0.2437465292
1166	0.2437426524
1167	0.2437336331
1168	0.2437290361
1169	0.2437233905
1170	0.2437194023
1171	0.2437152759
1172	0.2437052218
1173	0.2437008025
1174	0.2436956073
1175	0.2436887997
1176	0.2436850019
1177	0.2436797936
1178	0.2436706592
1179	0.2436670225
1180	0.2436636816
1181	0.2436596865
1182	0.2436545833
1183	0.2436502859
1184	0.2436462381
1185	0.2436423517
1186	0.2436374229
1187	0.2436337107
1188	0.2436309051
1189	0.2436235429
1190	0.2436190382
1191	0.243614185
1192	0.2436083102
1193	0.2436037796
1194	0.2436004126
1195	0.2435946486
1196	0.2435914722
1197	0.2435880919
1198	0.2435809664
1199	0.243577172
1200	0.2435742521
1201	0.2435702438
1202	0.2435657852
1203	0.2435599849
1204	0.2435564534
1205	0.2435533954
1206	0.2435471315
1207	0.2435422448
1208	0.2435366091
1209	0.2435226931
1210	0.2435203454
1211	0.2435134404
1212	0.2435086171
1213	0.2435055294
1214	0.2435024713
1215	0.2434969571
1216	0.2434933304
1217	0.2434896246
1218	0.2434854254
1219	0.2434820914
1220	0.2434759252
1221	0.2434666046
1222	0.2434631882
1223	0.2434596898
1224	0.2434558924
1225	0.2434522919
1226	0.2434434073
1227	0.2434372717
1228	0.2434337369
1229	0.2434300739
1230	0.2434249313
1231	0.2434217187
1232	0.2434176973
1233	0.2434130182
1234	0.2434099899
1235	0.2434053833
1236	0.2434013882
1237	0.2433975542
1238	0.243392451
1239	0.2433868217
1240	0.2433814979
1241	0.2433770231
1242	0.2433739848
1243	0.2433647517
1244	0.2433617198
1245	0.2433580472
1246	0.2433546176
1247	0.2433513623
1248	0.2433481104
1249	0.2433438981
1250	0.2433387654
1251	0.2433351748
1252	0.243332314
1253	0.2433214236
1254	0.2433163467
1255	0.2433131736
1256	0.2433042004
1257	0.2432998931
1258	0.2432976046
1259	0.2432938693
1260	0.2432872503
1261	0.2432838602
1262	0.2432788964
1263	0.2432724057
1264	0.2432687393
1265	0.2432634423
1266	0.2432574184
1267	0.2432511842
1268	0.2432467454
1269	0.243243467
1270	0.2432403892
1271	0.2432346711
1272	0.2432296995
1273	0.2432262403
1274	0.2432216042
1275	0.2432042231
1276	0.2431973543
1277	0.2431946876
1278	0.243191018
1279	0.2431862239
1280	0.2431764253
1281	0.2431724205
1282	0.2431688396
1283	0.2431642199
1284	0.2431585513
1285	0.2431553684
1286	0.2431518434
1287	0.2431432526
1288	0.2431402277
1289	0.243135141
1290	0.2431311689
1291	0.2431264177
1292	0.2431226331
1293	0.2431178324
1294	0.2431141727
1295	0.2431103223
1296	0.243102344
1297	0.2430968496
1298	0.2430925595
1299	0.243087716
1300	0.2430839838
1301	0.2430796241
1302	0.2430745017
1303	0.2430719961
1304	0.2430665607
1305	0.2430633185
1306	0.2430606913
1307	0.2430519711
1308	0.2430473249
1309	0.2430426492
1310	0.2430358396
1311	0.2430247653
1312	0.2430154006
1313	0.2430093209
1314	0.2430020212
1315	0.2429963425
1316	0.2429928831
1317	0.2429885462
1318	0.2429854784
1319	0.2429814373
1320	0.2429775862
1321	0.2429738114
1322	0.2429673732
1323	0.2429631323
1324	0.2429512587
1325	0.2429469257
1326	0.2429406324
1327	0.2429374264
1328	0.2429334313
1329	0.2429300775
1330	0.2429277266
1331	0.2429226431
1332	0.24291584
1333	0.2429112103
1334	0.242904704
1335	0.2429010805
1336	0.242896875
1337	0.2428926365
1338	0.2428883226
1339	0.242885511
1340	0.2428805362
1341	0.2428763175
1342	0.2428728289
1343	0.2428645099
1344	0.2428569791
1345	0.2428519089
1346	0.2428478125
1347	0.2428409402
1348	0.2428368167
1349	0.2428332163
1350	0.2428300203
1351	0.242825246
1352	0.2428214254
1353	0.2428154181
1354	0.2428121661
1355	0.2428074017
1356	0.2428040447
1357	0.2428000661
1358	0.2427958146
1359	0.2427866692
1360	0.2427823585
1361	0.2427785279
1362	0.242773984
1363	0.2427703111
1364	0.2427662698
1365	0.2427589209
1366	0.2427550678
1367	0.2427519275
1368	0.2427473802
1369	0.2427435265
1370	0.2427392781
1371	0.2427253806
1372	0.242721416
1373	0.2427172731
1374	0.2427129952
1375	0.2427092433
1376	0.2427034266
1377	0.2426988953
1378	0.2426922271
1379	0.2426887351
1380	0.2426842569
1381	0.2426776806
1382	0.242672344
1383	0.2426647418
1384	0.2426612989
1385	0.2426582969
1386	0.242654759
1387	0.2426514482
1388	0.2426486401
1389	0.2426458024
1390	0.2426414589
1391	0.2426366879
1392	0.2426311309
1393	0.2426265273
1394	0.2426225158
1395	0.2426182313
1396	0.2426149793
1397	0.2426090081
1398	0.2426038031
1399	0.2426009787
1400	0.2425967181
1401	0.2425934825
1402	0.2425899512
1403	0.2425878864
1404	0.2425855449
1405	0.2425812937
1406	0.2425789393
1407	0.2425752732
1408	0.2425700023
1409	0.24256606
1410	0.2425620156
1411	0.2425547948
1412	0.2425504711
1413	0.2425433423
1414	0.2425407479
1415	0.2425368618
1416	0.2425316698
1417	0.2425282178
1418	0.2425129083
1419	0.2425088245
1420	0.2425053128
1421	0.242500749
1422	0.2424967308
1423	0.2424933278
1424	0.2424895826
1425	0.2424831049
1426	0.2424801686
1427	0.2424757532
1428	0.2424707618
1429	0.2424638753
1430	0.242460061
1431	0.2424559278
1432	0.2424519624
1433	0.2424450155
1434	0.2424415103
1435	0.2424384524
1436	0.2424346316
1437	0.2424275684
1438	0.2424214689
1439	0.2424172701
1440	0.2424144718
1441	0.2424109074
1442	0.2424049
1443	0.2424015891
1444	0.2423974063
1445	0.2423924677
1446	0.2423887132
1447	0.2423850964
1448	0.2423804009
1449	0.24237679
1450	0.2423722755
1451	0.2423672645
1452	0.2423637893
1453	0.2423605999
1454	0.2423578443
1455	0.2423545068
1456	0.242350466
1457	0.2423471418
1458	0.2423435773
1459	0.2423380499
1460	0.2423350215
1461	0.2423318714
1462	0.2423280669
1463	0.2423237297
1464	0.2423183632
1465	0.2423153118
1466	0.2423100452
1467	0.2423051821
1468	0.2423019399
1469	0.2422992733
1470	0.242296235
1471	0.2422933086
1472	0.2422874723
1473	0.2422837042
1474	0.2422799557
1475	0.2422740698
1476	0.2422697493
1477	0.2422665407
1478	0.2422634499
1479	0.2422597179
1480	0.2422560419
1481	0.2422504088
1482	0.2422467852
1483	0.2422434576
1484	0.242241054
1485	0.2422374963
1486	0.2422330441
1487	0.2422299371
1488	0.2422261654
1489	0.2422224432
1490	0.2422191057
1491	0.2422151205
1492	0.2422109315
1493	0.242208265
1494	0.2422048454
1495	0.2422004688
1496	0.2421906932
1497	0.242187497
1498	0.2421835512
1499	0.2421805655
1500	0.242175631
1501	0.2421725667
1502	0.2421625673
1503	0.2421541857
1504	0.2421478592
1505	0.2421433229
1506	0.2421400448
1507	0.242122659
1508	0.2421196838
1509	0.242115531
1510	0.2421118286
1511	0.2421084089
